URL,Saved File,Depth
https://www.fhs.hr/studenti/horizontalna_mobilnost,crawled_output_hr/fhs.hr_studenti_horizontalna_mobilnost.md,1
https://www.fhs.hr/studenti/studentske_udruge/udruga-studenata-studia_croatica,crawled_output_hr/fhs.hr_studenti_studentske_udruge_udruga-studenata-studia_croatica.md,1
https://www.fhs.hr/studiji/diplomski,crawled_output_hr/fhs.hr_studiji_diplomski.md,1
https://www.fhs.hr/studiji/diplomski/dvopredmetni_studiji_diplomski/filozofija,crawled_output_hr/fhs.hr_studiji_diplomski_dvopredmetni_studiji_diplomski_filozofija.md,1
https://www.fhs.hr/studiji/diplomski/dvopredmetni_studiji_diplomski,crawled_output_hr/fhs.hr_studiji_diplomski_dvopredmetni_studiji_diplomski.md,1
https://www.fhs.hr/studiji,crawled_output_hr/fhs.hr_studiji.md,1
https://www.fhs.hr/studenti/studentske_udruge/udruga_populus,crawled_output_hr/fhs.hr_studenti_studentske_udruge_udruga_populus.md,1
https://www.fhs.hr/studiji/diplomski/dvopredmetni_studiji_diplomski/hrvatski_latinitet,crawled_output_hr/fhs.hr_studiji_diplomski_dvopredmetni_studiji_diplomski_hrvatski_latinitet.md,1
https://www.fhs.hr/studiji/akademski_kalendar,crawled_output_hr/fhs.hr_studiji_akademski_kalendar.md,1
https://www.fhs.hr/studiji/diplomski/dvopredmetni_studiji_diplomski/kroatologija,crawled_output_hr/fhs.hr_studiji_diplomski_dvopredmetni_studiji_diplomski_kroatologija.md,1
https://www.fhs.hr/studiji/diplomski/jednopredmetni_studiji_diplomski,crawled_output_hr/fhs.hr_studiji_diplomski_jednopredmetni_studiji_diplomski.md,1
https://www.fhs.hr/studiji/diplomski/jednopredmetni_studiji_diplomski/kroatologija,crawled_output_hr/fhs.hr_studiji_diplomski_jednopredmetni_studiji_diplomski_kroatologija.md,1
https://www.fhs.hr/studiji/diplomski/jednopredmetni_studiji_diplomski/povijest,crawled_output_hr/fhs.hr_studiji_diplomski_jednopredmetni_studiji_diplomski_povijest.md,1
https://www.fhs.hr/studiji/doktorski/doktorski_radovi,crawled_output_hr/fhs.hr_studiji_doktorski_doktorski_radovi.md,1
https://www.fhs.hr/studiji/doktorski/mentori,crawled_output_hr/fhs.hr_studiji_doktorski_mentori.md,1
